309798,2271924
309799,8489898
309800,16522937
309801,4489751
309825,10621349
309825,10824320
309826,12815938
309826,12816014
309826,12816214
309826,12816273
309826,12816319
309826,12816507
309826,12817004
309826,15915298
309826,1519503
309831,13259953
309831,13259954
309832,7327701
309832,7327702
309834,15423602
309834,15485292
309834,1096144
309834,2798374
309835,9792240
309838,8673989
309839,15539196
309841,8657999
309841,9779254
309841,13247044
309843,6394313
309843,10287391
309843,10287392
309843,10287393
309843,10287414
309845,1105426
309845,2352878
309845,2352879
309848,9543828
309849,10297735
309849,14532513
309851,6763649
309851,6763650
309854,13990172
309854,13990269
309854,13990270
309854,13990272
309854,13990288
309854,13990289
309855,16385512
309855,16385513
309855,3941498
309858,1048436
309859,7736339
309859,7736340
309861,7607353
309863,2552809
309863,4293412
309863,4293413
309866,2907642
309866,2907643
309866,6132220
309866,6132221
309868,396845
309868,396846
309868,2572302
309869,8190515
309869,8190516
309870,11844468
309871,4595434
309871,4595435
309873,803904
309875,14798088
309875,15234629
309875,15234630
309876,3130390
309876,3130391
309879,5754935
309880,13760089
309881,426909
309881,2835970
309881,2835971
309881,3278943
309881,3278944
309883,11168469
309884,5982157
309886,15495204
309886,15495206
309886,15495245
309886,15495246
309888,9714229
309888,14998157
309889,16297279
309889,377925
309889,2402464
309891,16302097
309893,13169272
309894,16491623
309895,5285193
309896,10856025
309896,10856026
309898,6118578
309898,7157572
309899,14356778
309899,14356779
309899,14356780
309899,14356802
309901,12246165
309901,13174392
309901,13174393
309903,9278307
309904,11667214
309904,11667215
309905,6779550
309905,6779552
309905,6779651
309905,6779652
309906,8602202
309906,9406070
309906,9406071
309906,13189056
309913,2685913
309913,3171515
309913,7890058
309914,9742376
309914,12180297
309914,13266632
309914,14375568
309917,91266
309918,2056895
309920,15548679
309920,15548680
309920,16258725
309920,16258726
309920,2522935
309920,2522936
309924,5883352
309924,6975586
309924,9186626
309924,10792799
309925,886145
309925,886146
310263,7331097
310264,14536009
310264,14536010
310269,6689
310269,2143051
310271,11767311
310271,13196294
310271,15528146
310271,15957761
310274,2225593
310274,2225612
310274,2225654
310274,2225655
310274,2225656
310328,6788205
310328,8720912
310329,15765140
310329,15765142
310330,6044741
310334,14283035
310334,14283036
310334,16537929
310335,4257060
310335,4266536
310335,4266537
310336,11657962
310336,382569
310338,9333824
310344,8000959
310344,8000960
310345,14870321
310349,11618505
310351,4969777
310351,9976796
310354,14228416
310355,16090188
310355,354151
310355,354152
310359,8443057
310361,10236742
310365,335369
310365,335370
310365,1834806
310378,3671305
310378,7529248
310379,12940461
310380,3572119
310385,2134443
310388,7225930
310391,9871501
310393,4114385
310393,8341616
310393,8341617
310412,8120660
310421,2031963
310421,3445851
310423,3573232
310424,7635418
310425,13661546
310438,9913079
310438,11016309
310438,13127215
310438,13127216
310439,1536212
310441,1622381
310443,11026648
310443,11560869
310443,13288323
310444,2572425
310445,10088253
310455,11614866
310583,10301348
310583,10301349
310588,7524681
310588,7524682
310595,14043848
310597,9272036
310597,10195353
310597,10825338
310597,12845235
310599,6989451
310599,7269297
310599,10959262
310600,14217529
310601,4913282
310601,4913283
310617,11395966
310617,11841417
310617,13924591
310624,7214252
310624,10109297
310625,12464732
310625,12464733
310625,14145479
310625,14145480
310627,9820913
310627,15572513
310630,16708429
310630,2043003
310632,9666815
310632,9772635
310635,2388805
310635,2388806
310637,16167874
310646,546769
310646,1012025
310646,5968649
310648,387690
310648,495580
310648,2164926
310649,5858871
310649,7813765
310650,11078382
310650,11078383
310650,15146620
310650,15569618
310652,11577859
310652,12464893
310654,3954487
310654,5355859
310654,6073967
310654,8187643
310655,11506408
310655,13475599
310657,9312680
310657,12723249
310657,13973010
310657,13973011
310659,4973455
310659,5944668
310659,5944669
310659,10577009
310659,10902216
310660,14373892
310660,352588
310663,14634472
310663,210125
310665,15781233
310669,9562689
310669,10756765
310669,11491617
310670,11782033
310670,11782034
310670,12866676
310670,15512533
310670,16445344
310670,16445345
310670,16452497
310672,8531033
310672,8531034
310672,10497975
310675,12494741
310675,12705008
310677,10539868
310677,11958959
310677,12966220
310677,13533885
310679,5680476
310682,10079792
310682,11780547
310682,14390535
310684,6978038
310685,14058185
310685,15755086
310687,14048582
310689,7974076
310689,8238152
310689,10492025
310689,10492026
310690,13537136
310697,12126173
310697,13745547
310703,2879835
310705,6147274
310710,627333
310719,11512112
310720,15624241
310720,80773
310722,10382682
310722,10430022
310725,2180834
310730,14315394
310732,13280295
310734,8001480
310734,10340406
310737,16048165
310739,13283874
310739,14777372
310742,15928306
310744,11933808
310744,14017069
310744,14017070
310745,1054371
310749,10047424
311150,14985886
311150,2440220
311150,2440221
311151,3536145
311151,3710653
311151,8205285
311152,11228344
311152,13036145
311153,442847
311153,442848
311155,220017
311155,599737
311155,1877736
311156,4126940
311156,4126941
311156,4866916
311156,7361566
311156,7361567
311156,8502404
311157,9766712
311158,4881840
311160,16084906
311161,3154161
311167,5098684
311168,8822545
311169,2102041
311169,2102042
311170,7904412
311171,12105822
311171,15399196
311172,6118322
311173,7574959
311173,10660467
311174,15402631
311174,16160276
311174,235184
311175,6192881
311175,7408767
311175,7408768
311178,8137732
311178,8748608
311178,9435766
311179,14476059
311182,1781083
311182,4269325
311182,4801303
311182,6385505
311183,8433981
311185,8867429
311186,13514463
311186,14074522
311186,15679122
311187,4470645
311187,5858066
311189,2887877
311190,5867145
311191,13446681
311192,16683915
311226,2589226
311227,8386701
311227,11218313
311227,11218314
311228,13766205
311228,13766206
311229,3638240
311229,6011047
311229,6011048
311229,8215416
311229,8215417
311230,9903102
311234,2724226
311234,2724227
311252,1568642
311252,3377899
311252,5337403
311252,5337404
311252,5487925
311253,7289379
311253,9593125
